Faculty Name,University,Conference,Category,Score,Matched
Emma Strubell,Carnegie Mellon University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Andrew McCallum,University of Massachusetts Amherst,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Baoquan Chen,Peking University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Ngai-Man Cheung,SUTD,ICCV,Computer Vision & Image Processing,0.0625,Yes
Tomer Michaeli,Technion,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Koby Crammer,Technion,ICCV,Computer Vision & Image Processing,0.0625,Yes
Tsung-Hui Chang,CUHK (SZ),ICCV,Computer Vision & Image Processing,0.0625,Yes
Daniel Rueckert,Imperial College London,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Reinhard Koch,University of Kiel,ICCV,Computer Vision & Image Processing,0.04,Yes
Linchao Bao,University of Birmingham,ICCV,Computer Vision & Image Processing,0.04,Yes
Chong-Wah Ngo,Singapore Management University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Lingyu Duan,Peking University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Chaoqi Chen,Shenzhen University,ICCV,Computer Vision & Image Processing,0.04,Yes
Xinghao Ding,Xiamen University,ICCV,Computer Vision & Image Processing,0.04,Yes
David Crandall,Indiana University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Ling-Yu Duan,Peking University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Tianjia Shao,Zhejiang University,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Seunghoon Hong,KAIST,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Bohyung Han,Seoul National University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Leif Kobbelt,RWTH Aachen University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Xiaojiang Peng,Chinese Academy of Sciences,ICCV,Computer Vision & Image Processing,0.04,Yes
Alexander G. Schwing,Univ. of Illinois at Urbana-Champaign,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Ayellet Tal,Technion,ICCV,Computer Vision & Image Processing,0.0625,Yes
James R. Wright,University of Alberta,ICCV,Computer Vision & Image Processing,0.0625,Yes
Kevin Leyton-Brown,University of British Columbia,ICCV,Computer Vision & Image Processing,0.0625,Yes
Xingliang Yuan,University of Melbourne,ICCV,Computer Vision & Image Processing,0.0123456790123456,Yes
Cong Wang 0001,City University of Hong Kong,ICCV,Computer Vision & Image Processing,0.0123456790123456,Yes
Hujun Bao,Zhejiang University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Mang Ye,Wuhan University,ICCV,Computer Vision & Image Processing,0.04,Yes
Sai Qian Zhang,New York University,ICCV,Computer Vision & Image Processing,0.0625,Yes
H. T. Kung 0001,Harvard University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Rao Muhammad Anwer,MBZUAI,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Hisham Cholakkal,MBZUAI,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Jean-Charles Bazin,KAIST,ICCV,Computer Vision & Image Processing,0.0625,Yes
Greg Shakhnarovich,TTI Chicago,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Zhanyu Ma,BUPT,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Zhizhong Han,Wayne State University,ICCV,Computer Vision & Image Processing,0.015625,Yes
Yu-Shen Liu,Tsinghua University,ICCV,Computer Vision & Image Processing,0.015625,Yes
Matthias Zwicker,University of Maryland - College Park,ICCV,Computer Vision & Image Processing,0.015625,Yes
Sewoong Oh,University of Washington,ICCV,Computer Vision & Image Processing,0.0625,Yes
Yanlin Weng,Zhejiang University,ICCV,Computer Vision & Image Processing,0.04,Yes
Yiying Tong,Michigan State University,ICCV,Computer Vision & Image Processing,0.04,Yes
Quanshi Zhang,Shanghai Jiao Tong University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Cengiz Oztireli,University of Cambridge,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Volker Tresp,LMU Munich,ICCV,Computer Vision & Image Processing,0.01,Yes
Federica Arrigoni,Politecnico di Milano,ICCV,Computer Vision & Image Processing,0.25,Yes
Martial Hebert,Carnegie Mellon University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Masashi Sugiyama,University of Tokyo,ICCV,Computer Vision & Image Processing,0.015625,Yes
Jack Valmadre,University of Adelaide,ICCV,Computer Vision & Image Processing,0.0625,Yes
Klaus-Robert Müller,TU Berlin,ICCV,Computer Vision & Image Processing,0.04,Yes
Xuan Yang,Shenzhen University,ICCV,Computer Vision & Image Processing,0.25,Yes
Adi Shamir,Weizmann Institute of Science,ICCV,Computer Vision & Image Processing,1.0,Yes
Yoav Goldberg,Bar-Ilan University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Nikita Borisov,Univ. of Illinois at Urbana-Champaign,ICCV,Computer Vision & Image Processing,0.04,Yes
Yunhe Pan,Zhejiang University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Yen-Yu Lin,National Chiao Tung University,ICCV,Computer Vision & Image Processing,0.04,Yes
Guillaume Bellec,TU Wien,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Anand Subramoney,Royal Holloway University of London,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Robert Legenstein,Graz University of Technology,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Cewu Lu,Shanghai Jiao Tong University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Ming-Hsuan Yang 0001,Univ. of California - Merced,ICCV,Computer Vision & Image Processing,0.0069444444444444,Yes
Wen-Hsiao Peng,National Chiao Tung University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Xinping Yi,University of Liverpool,ICCV,Computer Vision & Image Processing,0.04,Yes
Sven Schewe,University of Liverpool,ICCV,Computer Vision & Image Processing,0.04,Yes
Xiaowei Huang 0001,University of Liverpool,ICCV,Computer Vision & Image Processing,0.04,Yes
Christopher Kanan,University of Rochester,ICCV,Computer Vision & Image Processing,0.04,Yes
Stefan Wermter,University of Hamburg,ICCV,Computer Vision & Image Processing,0.04,Yes
Yair Carmon,Tel Aviv University,ICCV,Computer Vision & Image Processing,0.04,Yes
Aditi Raghunathan,Carnegie Mellon University,ICCV,Computer Vision & Image Processing,0.04,Yes
Guodong Guo,West Virginia University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Yoshitaka Ushiku,University of Tokyo,ICCV,Computer Vision & Image Processing,0.04,Yes
Tatsuya Harada,University of Tokyo,ICCV,Computer Vision & Image Processing,0.04,Yes
Laura Sevilla-Lara,University of Edinburgh,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Taku Komura,University of Edinburgh,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Wenping Wang,Texas A&M University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Lucia Specia,Imperial College London,ICCV,Computer Vision & Image Processing,0.0625,Yes
Benjamin Van Durme,Johns Hopkins University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Eugene Bagdasaryan,University of Massachusetts Amherst,ICCV,Computer Vision & Image Processing,0.04,Yes
Leonard McMillan,University of North Carolina,ICCV,Computer Vision & Image Processing,0.04,Yes
Dong-Ming Yan 0001,Chinese Academy of Sciences,ICCV,Computer Vision & Image Processing,0.0625,Yes
John P. Collomosse,University of Surrey,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Vishal M. Patel,Johns Hopkins University,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Alexey Tumanov,Georgia Institute of Technology,ICCV,Computer Vision & Image Processing,0.0123456790123456,Yes
Ion Stoica,Univ. of California - Berkeley,ICCV,Computer Vision & Image Processing,0.0123456790123456,Yes
Mengyu Chu,Peking University,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Graham W. Taylor,University of Guelph,ICCV,Computer Vision & Image Processing,0.04,Yes
Bernd Bischl,LMU Munich,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Zhongfei Zhang,Binghamton University,ICCV,Computer Vision & Image Processing,0.25,Yes
Wenjia Bai,Imperial College London,ICCV,Computer Vision & Image Processing,0.01,Yes
Pang Wei Koh,University of Washington,ICCV,Computer Vision & Image Processing,0.01,Yes
Sinno Jialin Pan,Chinese University of Hong Kong,ICCV,Computer Vision & Image Processing,0.0625,Yes
Sheldon Andrews,ETS Montreal,ICCV,Computer Vision & Image Processing,0.25,Yes
C. Karen Liu,Stanford University,ICCV,Computer Vision & Image Processing,0.25,Yes
Mingming Gong,University of Melbourne,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Willy Susilo,University of Wollongong,ICCV,Computer Vision & Image Processing,0.04,Yes
Niki Trigoni,University of Oxford,ICCV,Computer Vision & Image Processing,0.015625,Yes
Andrew Markham,University of Oxford,ICCV,Computer Vision & Image Processing,0.015625,Yes
Ashok Veeraraghavan,Rice University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Yankai Lin,Renmin University of China,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Kazuhiro Fukui,University of Tsukuba,ICCV,Computer Vision & Image Processing,0.0625,Yes
Bingsheng He,National University of Singapore,ICCV,Computer Vision & Image Processing,0.0625,Yes
Weng-Keen Wong,Oregon State University,ICCV,Computer Vision & Image Processing,0.04,Yes
Fuxin Li,Oregon State University,ICCV,Computer Vision & Image Processing,0.04,Yes
Sungzoon Cho,Seoul National University,ICCV,Computer Vision & Image Processing,0.25,Yes
François Fleuret,EPFL,ICCV,Computer Vision & Image Processing,0.0625,Yes
Sehoon Ha,Georgia Institute of Technology,ICCV,Computer Vision & Image Processing,0.01,Yes
Philipp Slusallek,Saarland University,ICCV,Computer Vision & Image Processing,0.04,Yes
Xinxin Zuo,Concordia University,ICCV,Computer Vision & Image Processing,0.015625,Yes
Minglun Gong,University of Guelph,ICCV,Computer Vision & Image Processing,0.015625,Yes
Ehsan Abbasnejad,University of Adelaide,ICCV,Computer Vision & Image Processing,0.04,Yes
Javen Shi,University of Adelaide,ICCV,Computer Vision & Image Processing,0.04,Yes
Vincent Conitzer,Carnegie Mellon University,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Abhishek Mishra,BITS Pilani,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Samet Oymak,University of Michigan,ICCV,Computer Vision & Image Processing,0.04,Yes
Zhangyang Wang,University of Texas at Austin,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Trevor Darrell,Univ. of California - Berkeley,ICCV,Computer Vision & Image Processing,0.04,Yes
Jamie Morgenstern,University of Washington,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Hal Daumé III,University of Maryland - College Park,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Kaiming He,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.0625,Yes
Hernisa Kacorri,University of Maryland - College Park,ICCV,Computer Vision & Image Processing,0.25,Yes
Jeong Joon Park,University of Michigan,ICCV,Computer Vision & Image Processing,0.04,Yes
Yaron Lipman,Weizmann Institute of Science,ICCV,Computer Vision & Image Processing,0.25,Yes
Luc Van Gool,ETH Zurich,ICCV,Computer Vision & Image Processing,0.04,Yes
Meina Kan,Chinese Academy of Sciences,ICCV,Computer Vision & Image Processing,0.04,Yes
Shiguang Shan,Chinese Academy of Sciences,ICCV,Computer Vision & Image Processing,0.04,Yes
Bolei Zhou,Univ. of California - Los Angeles,ICCV,Computer Vision & Image Processing,0.04,Yes
Fengbo Ren,Arizona State University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Deva Ramanan,Carnegie Mellon University,ICCV,Computer Vision & Image Processing,0.25,Yes
Linchao Zhu,Zhejiang University,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Nicolas Papernot,University of Toronto,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Terrance E. Boult,UCCS,ICCV,Computer Vision & Image Processing,0.25,Yes
Max Welling,University of Amsterdam,ICCV,Computer Vision & Image Processing,0.25,Yes
Vicente Ordonez,Rice University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Yanjun Qi,University of Virginia,ICCV,Computer Vision & Image Processing,0.0625,Yes
Liang Lin,Sun Yat-sen University,ICCV,Computer Vision & Image Processing,0.04,Yes
Minsu Cho,POSTECH,ICCV,Computer Vision & Image Processing,0.0625,Yes
Ivan Laptev,MBZUAI,ICCV,Computer Vision & Image Processing,0.0625,Yes
Hyun Oh Song,Seoul National University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Stefanie Jegelka,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Ramazan Gokberk Cinbis,Middle East Technical University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Michael Maire,University of Chicago,ICCV,Computer Vision & Image Processing,0.015625,Yes
James Hays,Georgia Institute of Technology,ICCV,Computer Vision & Image Processing,0.015625,Yes
Pietro Perona,California Institute of Technology,ICCV,Computer Vision & Image Processing,0.015625,Yes
Pascal Germain,Université Laval,ICCV,Computer Vision & Image Processing,0.015625,Yes
Mario Marchand,Université Laval,ICCV,Computer Vision & Image Processing,0.015625,Yes
Lingqiao Liu,University of Adelaide,ICCV,Computer Vision & Image Processing,0.04,Yes
Sven Behnke,University of Bonn,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Tomás Pajdla,Czech Technical University,ICCV,Computer Vision & Image Processing,0.04,Yes
Josef Sivic,Czech Technical University,ICCV,Computer Vision & Image Processing,0.04,Yes
Björn Ommer,LMU Munich,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Gal Chechik,Bar-Ilan University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Uri Shalit,Technion,ICCV,Computer Vision & Image Processing,0.0625,Yes
Heiko Schuldt,University of Basel,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Chao Zhang 0001,Peking University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Yonghong Tian 0001,Peking University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Nassir Navab,TU Munich,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Vincent Lepetit,Graz University of Technology,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Berk Çalli,Worcester Polytechnic Institute,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Pieter Abbeel,Univ. of California - Berkeley,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Aaron M. Dollar,Yale University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Cewu Lu,Shanghai Jiao Tong University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Jiri Matas,Czech Technical University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Russ Tedrake,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.0625,Yes
Haibin Ling,Stony Brook University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Martin Weigert,TU Dresden,ICCV,Computer Vision & Image Processing,0.0625,Yes
Pheng-Ann Heng,Chinese University of Hong Kong,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Fahad Shahbaz Khan,MBZUAI,ICCV,Computer Vision & Image Processing,0.0625,Yes
Jack Valmadre,University of Adelaide,ICCV,Computer Vision & Image Processing,0.04,Yes
Radu Timofte,University of Würzburg,ICCV,Computer Vision & Image Processing,0.0625,Yes
Chuang Gan,University of Massachusetts Amherst,ICCV,Computer Vision & Image Processing,0.04,Yes
Donghui Wang,Zhejiang University,ICCV,Computer Vision & Image Processing,0.04,Yes
Yueting Zhuang,Zhejiang University,ICCV,Computer Vision & Image Processing,0.04,Yes
Dahua Lin,Chinese University of Hong Kong,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Xiaoou Tang,Chinese University of Hong Kong,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Abir Das,IIT Kharagpur,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Srinath Sridhar 0002,Brown University,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Gerard Pons-Moll,University of Tübingen,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Emily Mower Provost,University of Michigan,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Aishwarya Agrawal,University of Montreal,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Brian Curless,University of Washington,ICCV,Computer Vision & Image Processing,0.04,Yes
Yasutaka Furukawa,Simon Fraser University,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Zhen Li 0026,CUHK (SZ),ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Salman H. Khan 0001,MBZUAI,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Wangmeng Zuo,Harbin Institute of Technology,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Saining Xie,New York University,ICCV,Computer Vision & Image Processing,0.04,Yes
Bernard Ghanem,KAUST,ICCV,Computer Vision & Image Processing,0.04,Yes
Sanjeev Arora,Princeton University,ICCV,Computer Vision & Image Processing,0.04,Yes
Phillip Isola,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.0625,Yes
