Faculty Name,University,Conference,Category,Score,Matched
David Crandall,Indiana University,CVPR,Computer Vision & Image Processing,0.25,Yes
Nikos Komodakis,University of Crete,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Alan L. Yuille,Johns Hopkins University,CVPR,Computer Vision & Image Processing,0.04,Yes
Hyunjung Shim,KAIST,CVPR,Computer Vision & Image Processing,0.25,Yes
Tzu-Mao Li,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.0625,Yes
Kaiqi Huang,Chinese Academy of Sciences,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Pascal Frossard,EPFL,CVPR,Computer Vision & Image Processing,0.0625,Yes
Bastian Goldluecke,University of Konstanz,CVPR,Computer Vision & Image Processing,0.25,Yes
Yuri Boykov,University of Waterloo,CVPR,Computer Vision & Image Processing,0.25,Yes
Steven Skiena,Stony Brook University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Otmar Hilliges,ETH Zurich,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Juergen Gall,University of Bonn,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Shuhui Wang,Chinese Academy of Sciences,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Ling-Yu Duan,Peking University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Kimin Lee,KAIST,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Jinwoo Shin,KAIST,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Weiyang Liu,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Hongyuan Zha,CUHK (SZ),CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Le Song,MBZUAI,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Huaizu Jiang,Northeastern University,CVPR,Computer Vision & Image Processing,0.04,Yes
Chi-Wing Fu,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.0625,Yes
Pheng-Ann Heng,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.0625,Yes
Pierre-Marc Jodoin,Université de Sherbrooke,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Jianbing Shen,University of Macau,CVPR,Computer Vision & Image Processing,0.04,Yes
Shirui Pan,Griffith University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Guodong Long,University of Technology Sydney,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Chengqi Zhang,The Hong Kong Polytechnic University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Youngjung Uh,Yonsei University,CVPR,Computer Vision & Image Processing,0.04,Yes
Frank Lindseth,NTNU,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Jane Bromley,Open University UK,CVPR,Computer Vision & Image Processing,0.04,Yes
Zhuowen Tu,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Kevin Smith,KTH Royal Institute of Technology,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Sunghyun Cho,POSTECH,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Suha Kwak,POSTECH,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Richard S. Zemel,Columbia University,CVPR,Computer Vision & Image Processing,0.25,Yes
Miroslaw Bober,University of Surrey,CVPR,Computer Vision & Image Processing,0.25,Yes
Wojciech Samek,TU Berlin,CVPR,Computer Vision & Image Processing,0.04,Yes
Mengye Ren,New York University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yutaka Satoh,University of Tsukuba,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
François Fleuret,EPFL,CVPR,Computer Vision & Image Processing,0.0625,Yes
Danyang Zhang,CUNY,CVPR,Computer Vision & Image Processing,0.015625,Yes
Ivan Laptev,MBZUAI,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Simon Lacoste-Julien,University of Montreal,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Ruimin Hu,Wuhan University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Shuhang Gu,UESTC,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Masashi Sugiyama,University of Tokyo,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Manolis C. Tsakiris,ShanghaiTech University,CVPR,Computer Vision & Image Processing,0.25,Yes
René Vidal,University of Pennsylvania,CVPR,Computer Vision & Image Processing,0.25,Yes
Diego Hernán Peluffo-Ordóñez,Mohammed VI Polytechnic University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Ondrej Chum,Czech Technical University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Mikhail Belkin,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.25,Yes
J. P. Lewis 0001,Victoria University of Wellington,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Chunhua Shen,Zhejiang University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Olga Russakovsky,Princeton University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yong-Sheng Chen,National Chiao Tung University,CVPR,Computer Vision & Image Processing,0.25,Yes
Eitan Grinspun,University of Toronto,CVPR,Computer Vision & Image Processing,0.04,Yes
Emily Whiting,Boston University,CVPR,Computer Vision & Image Processing,0.04,Yes
Ulrich Neumann,University of Southern California,CVPR,Computer Vision & Image Processing,0.04,Yes
Pietro Perona,California Institute of Technology,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Yasutaka Furukawa,Simon Fraser University,CVPR,Computer Vision & Image Processing,0.04,Yes
Steven M. Seitz,University of Washington,CVPR,Computer Vision & Image Processing,0.04,Yes
Stefan Harmeling,TU Dortmund,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Michael S. Brown,York University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Shervin Rahimzadeh Arashloo,Bilkent University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Mayank Vatsa,IIT Jodhpur,CVPR,Computer Vision & Image Processing,0.0625,Yes
Bodo Rosenhahn,University of Hannover,CVPR,Computer Vision & Image Processing,0.04,Yes
Jinwei Gu,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.04,Yes
David Held,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Vladimir Vapnik,Columbia University,CVPR,Computer Vision & Image Processing,0.25,Yes
Yanyan Lan,Chinese Academy of Sciences,CVPR,Computer Vision & Image Processing,0.04,Yes
Jun Zhu 0001,Tsinghua University,CVPR,Computer Vision & Image Processing,0.04,Yes
Bo Zhang 0010,Tsinghua University,CVPR,Computer Vision & Image Processing,0.04,Yes
Randall Balestriero,Brown University,CVPR,Computer Vision & Image Processing,1.0,Yes
Ronen Basri,Weizmann Institute of Science,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Ira Kemelmacher,University of Washington,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
João Paulo Costeira,Universidade de Lisboa,CVPR,Computer Vision & Image Processing,0.0625,Yes
Alexandre Bernardino,Universidade de Lisboa,CVPR,Computer Vision & Image Processing,0.0625,Yes
Tat-Jen Cham,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Phil Blunsom,University of Oxford,CVPR,Computer Vision & Image Processing,0.25,Yes
David Duvenaud,University of Toronto,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Volker Blanz,University of Siegen,CVPR,Computer Vision & Image Processing,0.25,Yes
Ram Nevatia,University of Southern California,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Ramakant Nevatia,University of Southern California,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Abhinav Shrivastava,University of Maryland - College Park,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Xubo Song,OHSU,CVPR,Computer Vision & Image Processing,0.25,Yes
Andrew Markham,University of Oxford,CVPR,Computer Vision & Image Processing,0.04,Yes
Niki Trigoni,University of Oxford,CVPR,Computer Vision & Image Processing,0.04,Yes
Tae Hyun Kim 0006,Hanyang University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Weihong Deng,BUPT,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Mang Ye,Wuhan University,CVPR,Computer Vision & Image Processing,0.04,Yes
Shengping Zhang,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.04,Yes
Jongwoo Lim,Seoul National University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Kavita Bala,Cornell University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Peter Ochs,Saarland University,CVPR,Computer Vision & Image Processing,0.25,Yes
Petros Drineas,Purdue University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Per Christian Hansen,DTU,CVPR,Computer Vision & Image Processing,0.25,Yes
Luis Rademacher,Univ. of California - Davis,CVPR,Computer Vision & Image Processing,0.0625,Yes
Santosh Vempala,Georgia Institute of Technology,CVPR,Computer Vision & Image Processing,0.0625,Yes
Malik Magdon-Ismail,Rensselaer Polytechnic Institute,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Chao Ma 0004,Shanghai Jiao Tong University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Jia-Bin Huang 0001,University of Maryland - College Park,CVPR,Computer Vision & Image Processing,0.0625,Yes
Xiaokang Yang 0001,Shanghai Jiao Tong University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Wei Xi,Xi'an Jiaotong University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Ran Yi,Shanghai Jiao Tong University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yong-Jin Liu 0001,Tsinghua University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Paul L. Rosin,Cardiff University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Jong Chul Ye,KAIST,CVPR,Computer Vision & Image Processing,0.25,Yes
Nikolaos Papanikolopoulos,University of Minnesota,CVPR,Computer Vision & Image Processing,0.0025,Yes
Weihua Zhang,Fudan University,CVPR,Computer Vision & Image Processing,0.01,Yes
Vladimir Kolmogorov,IST Austria,CVPR,Computer Vision & Image Processing,0.25,Yes
Michael L. Littman,Brown University,CVPR,Computer Vision & Image Processing,0.25,Yes
Or Litany,Technion,CVPR,Computer Vision & Image Processing,0.04,Yes
Garrison W. Cottrell,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Nir Ailon,Technion,CVPR,Computer Vision & Image Processing,0.25,Yes
Hyun Oh Song,Seoul National University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Stefanie Jegelka,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.0625,Yes
Huizhu Jia,Peking University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Xiaodong Xie,Peking University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Justin Johnson 0001,University of Michigan,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Emre Akbas,Middle East Technical University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Emily M. Hand,University of Nevada,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Frank Hutter,University of Freiburg,CVPR,Computer Vision & Image Processing,0.25,Yes
Deepu Rajan,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.04,Yes
Peng-Shuai Wang,Peking University,CVPR,Computer Vision & Image Processing,0.04,Yes
Zhenzhong Lan,Westlake University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Dani Lischinski,Hebrew University of Jerusalem,CVPR,Computer Vision & Image Processing,0.04,Yes
Hélio Pedrini,UNICAMP,CVPR,Computer Vision & Image Processing,0.04,Yes
Anderson de Rezende Rocha,UNICAMP,CVPR,Computer Vision & Image Processing,0.04,Yes
Roland Kwitt,University of Salzburg,CVPR,Computer Vision & Image Processing,0.0625,Yes
Marc Niethammer,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.0625,Yes
Marcus A. Magnor,TU Braunschweig,CVPR,Computer Vision & Image Processing,0.04,Yes
Takeo Kanade,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Chen Change Loy,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yunbo Wang,Shanghai Jiao Tong University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Çaglar Gülçehre,EPFL,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Ehsan Elhamifar,Northeastern University,CVPR,Computer Vision & Image Processing,0.25,Yes
Jianmin Wang 0001,Tsinghua University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Kostas Daniilidis,University of Pennsylvania,CVPR,Computer Vision & Image Processing,0.0625,Yes
Szymon Rusinkiewicz,Princeton University,CVPR,Computer Vision & Image Processing,0.25,Yes
Marie-Francine Moens,KU Leuven,CVPR,Computer Vision & Image Processing,0.04,Yes
Stefan Lee,Oregon State University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
C. Karen Liu,Stanford University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Zoran Popovic,University of Washington,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Nicu Sebe,University of Trento,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Derek Nowrouzezahrai,McGill University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Friedrich Fraundorfer,Graz University of Technology,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Zuzana Kukelova,Czech Technical University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Yu-Xiong Wang,Univ. of Illinois at Urbana-Champaign,CVPR,Computer Vision & Image Processing,0.0625,Yes
Tsui-Wei Weng,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.04,Yes
Luca Daniel,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.04,Yes
Alexander C. Berg,Univ. of California - Irvine,CVPR,Computer Vision & Image Processing,0.04,Yes
Jean-Charles Bazin,KAIST,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Keenan Crane,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Katerina Fragkiadaki,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Rainer Stiefelhagen,Karlsruhe Institute of Technology,CVPR,Computer Vision & Image Processing,0.25,Yes
Kuk-Jin Yoon,KAIST,CVPR,Computer Vision & Image Processing,0.25,Yes
Siwei Ma,Peking University,CVPR,Computer Vision & Image Processing,0.04,Yes
Andreas Geiger 0001,University of Tübingen,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Dahua Lin,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Yong Jae Lee,University of Wisconsin - Madison,CVPR,Computer Vision & Image Processing,0.0625,Yes
Frederik Vercauteren,KU Leuven,CVPR,Computer Vision & Image Processing,0.25,Yes
Weiwen Jiang,George Mason University,CVPR,Computer Vision & Image Processing,0.04,Yes
Farinaz Koushanfar,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Hongsheng Li 0001,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Xiaogang Wang 0001,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Xiaolei Huang 0001,Pennsylvania State University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Dimitris N. Metaxas,Rutgers University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Liang Zheng 0001,Australian National University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Tao Guan,HUST,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Yi Yang 0001,Zhejiang University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Si Liu 0001,Beihang University,CVPR,Computer Vision & Image Processing,0.015625,Yes
Hinrich Schütze,LMU Munich,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Gerald Penn,University of Toronto,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Shi Gu,UESTC,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Yuki Endo,University of Tsukuba,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Yoshihiro Kanamori,University of Tsukuba,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Xinxin Zuo,Concordia University,CVPR,Computer Vision & Image Processing,0.04,Yes
Xun Cao,Nanjing University,CVPR,Computer Vision & Image Processing,0.04,Yes
Guha Balakrishnan,Rice University,CVPR,Computer Vision & Image Processing,0.04,Yes
Linchao Bao,University of Birmingham,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Baoyuan Wu,CUHK (SZ),CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Pablo Arbeláez,Universidad de los Andes,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Seon Joo Kim,Yonsei University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Stella X. Yu,University of Michigan,CVPR,Computer Vision & Image Processing,0.0625,Yes
Aggelos K. Katsaggelos,Northwestern University,CVPR,Computer Vision & Image Processing,0.04,Yes
Xavier Bresson,National University of Singapore,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Emanuele Rodolà,Sapienza University of Rome,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Sabine Süsstrunk,EPFL,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Ben Glocker,Imperial College London,CVPR,Computer Vision & Image Processing,0.0625,Yes
